target_id	length	eff_length	est_counts	tpm
DAnjou_Chr10v0.1_26238.1	975	813.376	1449	51.1265
DAnjou_Chr10v0.1_26237.1	2994	2832.38	8	0.0810602
DAnjou_Chr10v0.1_26236.1	2601	2439.38	302.677	3.56098
DAnjou_Chr10v0.1_26235.1	720	558.485	20	1.02775
DAnjou_Chr10v0.1_26261.1	324	167.91	0	0
DAnjou_Chr10v0.1_26234.1	3000	2838.38	1672.45	16.9103
DAnjou_Chr10v0.1_26229.1	314	158.668	12	2.17051
DAnjou_Chr10v0.1_26233.1	1881	1719.38	731.794	12.2148
DAnjou_Chr10v0.1_26232.1	2016	1854.38	2195.21	33.974
DAnjou_Chr10v0.1_26231.1	910	748.376	56.7009	2.1744
DAnjou_Chr10v0.1_26230.1	2310	2148.38	480.55	6.41944
DAnjou_Chr10v0.1_26228.1	2604	2442.38	394.529	4.63591
DAnjou_Chr10v0.1_26227.1	2016	1854.38	899.694	13.9241
DAnjou_Chr10v0.1_26226.1	1479	1317.38	27.8856	0.607491
DAnjou_Chr10v0.1_26225.1	642	480.485	223	13.3197
DAnjou_Chr10v0.1_26224.1	2766	2604.38	825.45	9.09611
DAnjou_Chr10v0.1_26223.1	666	504.485	43627.6	2481.88
DAnjou_Chr10v0.1_26222.1	4140	3978.38	1503.68	10.8472
DAnjou_Chr10v0.1_26221.1	512	350.805	493	40.332
DAnjou_Chr10v0.1_26220.1	684	522.485	16	0.87885
DAnjou_Chr10v0.1_26219.1	1152	990.376	626.45	18.1533
DAnjou_Chr10v0.1_26218.1	666	504.485	216	12.2878
DAnjou_Chr10v0.1_26217.1	738	576.485	148	7.36788
DAnjou_Chr10v0.1_26216.1	1686	1524.38	689.045	12.9725
DAnjou_Chr10v0.1_26215.1	1455	1293.38	54	1.19822
DAnjou_Chr10v0.1_26214.1	450	289.563	0	0
DAnjou_Chr10v0.1_26213.1	420	259.881	1686	186.188
DAnjou_Chr10v0.1_26212.1	846	684.376	634	26.5866
DAnjou_Chr10v0.1_26211.1	1521	1359.38	6776	143.055
DAnjou_Chr10v0.1_26210.1	1593	1431.38	1644.84	32.979
DAnjou_Chr10v0.1_26209.1	561	399.611	171	12.2808
DAnjou_Chr10v0.1_26208.1	1278	1116.38	357.501	9.19043
DAnjou_Chr10v0.1_26207.1	768	606.46	916.521	43.372
DAnjou_Chr10v0.1_26206.1	909	747.376	32.5587	1.25025
DAnjou_Chr10v0.1_26205.1	924	762.376	163	6.13603
DAnjou_Chr10v0.1_26204.1	1326	1164.38	124	3.05631
DAnjou_Chr4v0.1_08960.1	597	435.504	4	0.263594
DAnjou_Chr4v0.1_08961.1	528	366.775	0	0
DAnjou_Chr4v0.1_08962.1	864	702.376	0	0
DAnjou_Chr10v0.1_26190.1	369	210.352	0	0
DAnjou_Chr10v0.1_26189.1	651	489.485	618	36.2341
DAnjou_Chr10v0.1_26188.1	1113	951.376	39.786	1.20018
DAnjou_Chr10v0.1_26187.1	2157	1995.38	35	0.503399
DAnjou_Chr10v0.1_26186.1	1290	1128.38	1559.03	39.6524
DAnjou_Chr10v0.1_26185.1	771	609.46	1089.46	51.3023
DAnjou_Chr10v0.1_26184.1	2298	2136.38	767	10.3035
DAnjou_Chr10v0.1_26183.1	360	201.818	0	0
DAnjou_Chr10v0.1_26182.1	840	678.376	0	0
DAnjou_Chr10v0.1_26181.1	1011	849.376	792	26.7605
DAnjou_Chr10v0.1_26180.1	1953	1791.38	1626	26.0497
DAnjou_Chr10v0.1_26179.1	549	387.728	703	52.0352
DAnjou_Chr5v0.1_13484.1	2088	1926.38	654.349	9.74849
DAnjou_Chr10v0.1_26177.1	363	204.626	304	42.6364
DAnjou_Chr10v0.1_26178.1	2451	2289.38	1041.65	13.0579
DAnjou_Chr10v0.1_26176.1	948	786.376	3983	145.361
DAnjou_Chr10v0.1_26175.1	1617	1455.38	99	1.95222
DAnjou_Chr10v0.1_26172.1	2139	1977.38	22	0.319302
DAnjou_Chr10v0.1_26170.1	1366	1204.38	56	1.33443
DAnjou_Chr10v0.1_26169.1	623	461.485	13.0407	0.810986
DAnjou_Chr10v0.1_26168.1	2160	1998.38	8	0.11489
DAnjou_Chr10v0.1_26167.1	1710	1548.38	4006.37	74.258
DAnjou_Chr10v0.1_26166.1	218	75.5887	0	0
DAnjou_Chr10v0.1_26165.1	513	351.805	0	0
DAnjou_Chr10v0.1_26164.1	1782	1620.38	602	10.6623
DAnjou_Chr10v0.1_26163.1	492	330.992	123	10.6649
DAnjou_Chr10v0.1_26162.1	894	732.376	804.143	31.5114
DAnjou_Chr10v0.1_26161.1	386	226.812	6	0.759195
DAnjou_Chr10v0.1_26160.1	1173	1011.38	1245.85	35.3527
DAnjou_Chr10v0.1_26159.1	933	771.376	796.64	29.6391
DAnjou_Chr10v0.1_26158.1	630	468.485	843	51.6417
DAnjou_Chr10v0.1_26157.1	2442	2280.38	0	0
DAnjou_Chr10v0.1_26156.1	1947	1785.38	475	7.63542
DAnjou_Chr10v0.1_26155.1	2160	1998.38	1100.48	15.8042
DAnjou_Chr10v0.1_26154.1	528	366.775	28.403	2.22245
DAnjou_Chr10v0.1_26153.1	414	254.012	0	0
DAnjou_Chr10v0.1_26152.1	2319	2157.38	105	1.39679
DAnjou_Chr10v0.1_26151.1	2682	2520.38	141	1.60555
DAnjou_Chr10v0.1_26150.1	2937	2775.38	617	6.38017
DAnjou_Chr10v0.1_26149.1	2238	2076.38	64	0.884592
DAnjou_Chr10v0.1_26148.1	831	669.404	724.587	31.065
DAnjou_Chr10v0.1_26147.1	477	316.282	0	0
DAnjou_Chr10v0.1_26146.1	453	292.551	0	0
DAnjou_Chr10v0.1_26145.1	461	300.426	0	0
DAnjou_Chr10v0.1_26144.1	978	816.376	386.699	13.5941
DAnjou_Chr10v0.1_26143.1	1836	1674.38	264	4.52501
DAnjou_Chr10v0.1_26142.1	852	690.376	379	15.7552
DAnjou_Chr10v0.1_26141.1	1422	1260.38	0	0
DAnjou_Chr10v0.1_26140.1	669	507.485	159.291	9.00818
DAnjou_Chr10v0.1_26139.1	711	549.485	1375.69	71.8511
DAnjou_Chr10v0.1_26138.1	1227	1065.38	3607.35	97.175
DAnjou_Chr10v0.1_26137.1	1071	909.376	3	0.0946775
DAnjou_Chr10v0.1_26136.1	1239	1077.38	300.912	8.01569
DAnjou_Chr10v0.1_26135.1	1863	1701.38	7	0.118077
DAnjou_Chr10v0.1_26134.1	3516	3354.38	760	6.50235
DAnjou_Chr10v0.1_26133.1	1398	1236.38	618.098	14.3475
DAnjou_Chr10v0.1_26132.1	1527	1365.38	0	0
DAnjou_Chr10v0.1_26131.1	402	242.433	4.15596	0.491982
DAnjou_Chr10v0.1_26130.1	933	771.376	6247.05	232.422
DAnjou_Chr10v0.1_26129.1	1134	972.376	410.844	12.1258
DAnjou_Chr10v0.1_26128.1	1776	1614.38	538.907	9.58028
DAnjou_Chr10v0.1_26127.1	2052	1890.38	2778.61	42.184
DAnjou_Chr10v0.1_26126.1	3628	3466.38	832.915	6.89594
DAnjou_Chr10v0.1_26125.1	1125	963.376	1124.13	33.4879
DAnjou_Chr10v0.1_26124.1	4242	4080.38	929	6.53408
DAnjou_Chr10v0.1_26123.1	4142	3980.38	134664	970.95
DAnjou_Chr10v0.1_26109.1	1538	1376.38	1	0.0208512
DAnjou_Chr10v0.1_26122.1	525	363.775	0	0
DAnjou_Chr10v0.1_26121.1	311	155.886	0	0
DAnjou_Chr10v0.1_26108.1	1641	1479.38	1788.73	34.7005
DAnjou_Chr10v0.1_26119.1	743	581.485	12	0.592259
DAnjou_Chr10v0.1_26118.1	705	543.485	0	0
DAnjou_Chr10v0.1_26117.1	624	462.485	26	1.61341
DAnjou_Chr10v0.1_26116.1	1329	1167.38	5	0.122922
DAnjou_Chr10v0.1_26115.1	411	251.066	0	0
DAnjou_Chr10v0.1_26103.1	1329	1167.38	428	10.5221
DAnjou_Chr10v0.1_26101.1	630	468.485	212.379	13.0102
DAnjou_Chr10v0.1_26100.1	1650	1488.38	878.964	16.9484
DAnjou_Chr10v0.1_26099.1	1398	1236.38	326	7.56721
DAnjou_Chr10v0.1_26098.1	414	254.012	332	37.5105
DAnjou_Chr10v0.1_26097.1	1366	1204.38	1192	28.4042
DAnjou_Chr10v0.1_26095.1	4713	4551.38	420	2.64835
DAnjou_Chr10v0.1_26094.1	333	176.161	0	0
DAnjou_Chr10v0.1_26093.1	732	570.485	1717.75	86.4141
DAnjou_Chr10v0.1_26092.1	876	714.376	771.65	31.0001
DAnjou_Chr10v0.1_26091.1	2898	2736.38	641	6.72281
DAnjou_Chr10v0.1_26090.1	1227	1065.38	1	0.026938
DAnjou_Chr10v0.1_26089.1	375	216.152	17	2.25714
DAnjou_Chr10v0.1_26088.1	3927	3765.38	1081.06	8.23967
DAnjou_Chr10v0.1_26087.1	2850	2688.38	1539	16.4292
DAnjou_Chr10v0.1_26112.1	444	283.612	0	0
DAnjou_Chr10v0.1_26111.1	948	786.376	126	4.59843
DAnjou_Chr10v0.1_26113.1	1279	1117.38	0	0
DAnjou_Chr10v0.1_26086.1	924	762.376	940.99	35.423
DAnjou_Chr10v0.1_26085.1	1752	1590.38	1962	35.4053
DAnjou_Chr10v0.1_26084.1	1323	1161.38	6377	157.584
DAnjou_Chr10v0.1_26083.1	7235	7073.38	81.9436	0.332473
DAnjou_Chr10v0.1_26082.1	533	371.744	0	0
DAnjou_Chr10v0.1_26081.1	2904	2742.38	541	5.6616
DAnjou_Chr10v0.1_26080.1	2223	2061.38	3	0.041767
DAnjou_Chr10v0.1_26079.1	576	414.611	0	0
DAnjou_Chr10v0.1_26078.1	2400	2238.38	36	0.461571
DAnjou_Chr10v0.1_26077.1	540	378.744	19	1.43972
DAnjou_Chr10v0.1_26076.1	378	219.059	132	17.2934
DAnjou_Chr10v0.1_26075.1	903	741.376	1352.85	52.3697
DAnjou_Chr10v0.1_26074.1	369	210.352	25	3.41084
DAnjou_Chr10v0.1_26073.1	324	167.91	0	0
DAnjou_Chr10v0.1_26072.1	2016	1854.38	1001	15.4919
DAnjou_Chr10v0.1_26071.1	933	771.376	250.807	9.3313
DAnjou_Chr10v0.1_26070.1	1176	1014.38	263	7.4409
DAnjou_Chr10v0.1_26069.1	624	462.485	59	3.6612
DAnjou_Chr10v0.1_26068.1	624	462.485	52	3.22682
DAnjou_Chr10v0.1_26067.1	582	420.54	32	2.18379
DAnjou_Chr10v0.1_26066.1	312	156.791	5.31739	0.973299
DAnjou_Chr10v0.1_26065.1	1032	870.376	0	0
DAnjou_Chr10v0.1_26064.1	1362	1200.38	0	0
DAnjou_Chr10v0.1_26063.1	1272	1110.38	22	0.568619
DAnjou_Chr10v0.1_26062.1	1575	1413.38	398.299	8.08762
DAnjou_Chr12v0.1_31320.1	2649	2487.38	1388.18	16.0168
DAnjou_Chr12v0.1_31319.1	816	654.46	82.6079	3.62249
DAnjou_Chr12v0.1_31318.1	597	435.504	0	0
DAnjou_Chr12v0.1_31317.1	483	322.2	3.25194	0.289658
DAnjou_Chr12v0.1_31314.1	3320	3158.38	153.449	1.39434
DAnjou_Chr10v0.1_26053.1	1249	1087.38	229.562	6.05884
DAnjou_Chr10v0.1_26054.1	506	344.805	23	1.91435
DAnjou_Chr10v0.1_26057.1	1153	991.376	439	12.7085
DAnjou_Chr10v0.1_26056.1	1488	1326.38	462.208	10.0009
DAnjou_Chr10v0.1_26055.1	312	156.791	82.4996	15.1008
DAnjou_Chr12v0.1_31316.1	402	242.433	17.6826	2.09326
DAnjou_Chr12v0.1_31315.1	804	642.46	0	0
DAnjou_Chr12v0.1_31337.1	3549	3387.38	3.98149	0.0337327
DAnjou_Chr12v0.1_31313.1	768	606.46	0	0
DAnjou_Chr10v0.1_26061.1	2238	2076.38	579.887	8.01505
DAnjou_Chr10v0.1_26060.1	1929	1767.38	104.361	1.69465
DAnjou_Chr10v0.1_26059.1	1326	1164.38	214.624	5.28998
DAnjou_Chr10v0.1_26058.1	789	627.46	0	0
DAnjou_Chr10v0.1_26052.1	1320	1158.38	117	2.89871
DAnjou_Chr10v0.1_26051.1	393	233.665	0	0
DAnjou_Chr10v0.1_26050.1	492	330.992	9	0.780358
DAnjou_Chr10v0.1_26049.1	1137	975.376	142	4.17816
DAnjou_Chr10v0.1_26047.1	1372	1210.38	0	0
DAnjou_Chr10v0.1_26046.1	867	705.376	4	0.162745
DAnjou_Chr10v0.1_26045.1	1575	1413.38	4	0.0812215
DAnjou_Chr10v0.1_26044.1	1278	1116.38	51	1.31108
DAnjou_Chr10v0.1_26043.1	965	803.376	2	0.0714464
DAnjou_Chr10v0.1_26042.1	1152	990.376	24	0.695473
DAnjou_Chr10v0.1_26041.1	1374	1212.38	2.2982	0.0544025
DAnjou_Chr7v0.1_16724.1	1267	1105.38	0	0
DAnjou_Chr10v0.1_26040.1	735	573.485	798.436	39.9564
DAnjou_Chr10v0.1_26039.1	393	233.665	444.855	54.6379
DAnjou_Chr10v0.1_26038.1	2436	2274.38	476	6.00639
DAnjou_Chr10v0.1_26037.1	699	537.485	2437.44	130.148
DAnjou_Chr10v0.1_26036.1	1869	1707.38	84	1.41195
DAnjou_Chr10v0.1_26035.1	399	239.453	292.487	35.0553
DAnjou_Chr10v0.1_26034.1	903	741.376	1304	50.4787
DAnjou_Chr10v0.1_26033.1	1020	858.376	15989	534.58
DAnjou_Chr10v0.1_26032.1	849	687.376	0	0
DAnjou_Chr10v0.1_26031.1	1713	1551.38	0	0
DAnjou_Chr10v0.1_26029.1	1857	1695.38	1738.44	29.4282
DAnjou_Chr10v0.1_26028.1	3813	3651.38	1403.79	11.0335
DAnjou_Chr10v0.1_26027.1	1521	1359.38	320.372	6.76369
DAnjou_Chr10v0.1_26025.1	351	193.148	17.1834	2.55322
DAnjou_Chr10v0.1_26026.1	1704	1542.38	4277	79.5826
DAnjou_Chr10v0.1_26024.1	690	528.485	0	0
DAnjou_Chr10v0.1_26014.1	423	262.87	2	0.218352
DAnjou_Chr10v0.1_26022.1	401	241.433	4.02322	0.47824
DAnjou_Chr10v0.1_26013.1	486	325.159	1	0.0882618
DAnjou_Chr10v0.1_26020.1	1449	1287.38	109	2.42991
DAnjou_Chr10v0.1_26011.1	648	486.485	3028.67	178.67
DAnjou_Chr10v0.1_26018.1	1149	987.376	276	8.02224
DAnjou_Chr10v0.1_26009.1	582	420.54	0	0
DAnjou_Chr10v0.1_26016.1	1710	1548.38	192.31	3.56446
DAnjou_Chr10v0.1_26015.1	1158	996.376	8.69026	0.25031
DAnjou_Chr10v0.1_26007.1	241	94.0236	0	0
DAnjou_Chr10v0.1_26006.1	1701	1539.38	33	0.615231
DAnjou_Chr10v0.1_26005.1	1707	1545.38	2	0.037142
DAnjou_Chr10v0.1_26004.1	5427	5265.38	37	0.20167
DAnjou_Chr10v0.1_26003.1	1881	1719.38	12	0.200299
DAnjou_Chr10v0.1_25998.1	2888	2726.38	45.1454	0.475222
DAnjou_Chr10v0.1_25997.1	1797	1635.38	50	0.877448
DAnjou_Chr10v0.1_25996.1	1674	1512.38	2	0.0379524
DAnjou_Chr10v0.1_25988.1	570	408.611	0	0
DAnjou_Chr10v0.1_25986.1	3459	3297.38	53	0.461292
DAnjou_Chr10v0.1_25985.1	681	519.485	230	12.7064
DAnjou_Chr10v0.1_25984.1	369	210.352	0	0
DAnjou_Chr10v0.1_25983.1	339	181.775	46	7.2626
DAnjou_Chr10v0.1_25982.1	840	678.376	1968	83.2576
DAnjou_Chr10v0.1_25981.1	912	750.376	851.195	32.5551
DAnjou_Chr10v0.1_25980.1	810	648.46	324.641	14.3678
DAnjou_Chr10v0.1_25979.1	630	468.485	84.9126	5.2017
DAnjou_Chr10v0.1_25978.1	1179	1017.38	0	0
DAnjou_Chr10v0.1_25977.1	2972	2810.38	7	0.0714829
DAnjou_Chr10v0.1_25976.1	2133	1971.38	32	0.465854
DAnjou_Chr10v0.1_25975.1	2082	1920.38	223	3.33263
DAnjou_Chr10v0.1_25974.1	1002	840.376	102	3.48334
DAnjou_Chr10v0.1_25973.1	1119	957.376	1047	31.3858
DAnjou_Chr10v0.1_25972.1	2013	1851.38	395.564	6.13185
DAnjou_Chr10v0.1_25971.1	3087	2925.38	557	5.4644
DAnjou_Chr10v0.1_25970.1	2043	1881.38	688	10.495
DAnjou_Chr10v0.1_25969.1	1083	921.376	21	0.654111
DAnjou_Chr8v0.1_19750.1	1236	1074.38	202	5.3959
DAnjou_Chr10v0.1_25967.1	513	351.805	34	2.77361
DAnjou_Chr10v0.1_25966.1	951	789.376	946.869	34.4251
DAnjou_Chr8v0.1_19753.1	1560	1398.38	2979.72	61.1534
DAnjou_Chr10v0.1_25964.1	651	489.485	0	0
DAnjou_Chr8v0.1_19755.1	774	612.46	1154	54.0751
DAnjou_Chr10v0.1_25963.1	330	173.41	742	122.8
DAnjou_Chr10v0.1_25962.1	2880	2718.38	1196	12.6267
DAnjou_Chr8v0.1_19758.1	819	657.432	194	8.46876
DAnjou_Chr8v0.1_19759.1	477	316.282	0	0
DAnjou_Chr8v0.1_19760.1	621	459.504	34	2.12353
DAnjou_Chr8v0.1_19761.1	1572	1410.38	4	0.0813943
DAnjou_Chr8v0.1_19762.1	384	224.851	107	13.6571
DAnjou_Chr8v0.1_19763.1	1017	855.376	369.388	12.3935
DAnjou_Chr8v0.1_19764.1	2331	2169.38	368	4.86835
DAnjou_Chr8v0.1_19765.1	1920	1758.38	694.485	11.335
DAnjou_Chr10v0.1_25954.1	660	498.485	424.53	24.4413
DAnjou_Chr8v0.1_19767.1	1344	1182.38	352.437	8.55451
DAnjou_Chr8v0.1_19768.1	2766	2604.38	3644.7	40.1631
DAnjou_Chr8v0.1_19769.1	912	750.376	0	0
DAnjou_Chr8v0.1_19770.1	630	468.485	2182	133.668
DAnjou_Chr8v0.1_19771.1	2763	2601.38	711.544	7.84997
DAnjou_Chr8v0.1_19772.1	1017	855.376	3	0.100654
DAnjou_Chr10v0.1_25948.1	1674	1512.38	3.04974	0.0578724
DAnjou_Chr10v0.1_25947.1	885	723.376	1103.43	43.7773
DAnjou_Chr8v0.1_19774.1	2631	2469.38	960	11.1571
DAnjou_Chr10v0.1_25945.1	1362	1200.38	49.4845	1.1831
DAnjou_Chr8v0.1_19776.1	1653	1491.38	128	2.46315
DAnjou_Chr10v0.1_25943.1	324	167.91	26	4.4439
DAnjou_Chr10v0.1_25942.1	1326	1164.38	223	5.49643
DAnjou_Chr10v0.1_25941.1	927	765.376	2928	109.791
DAnjou_Chr10v0.1_25940.1	1230	1068.38	645	17.3262
DAnjou_Chr10v0.1_25939.1	4098	3936.38	629	4.58588
DAnjou_Chr10v0.1_25938.1	957	795.376	62	2.23711
DAnjou_Chr10v0.1_25937.1	477	316.282	628.537	57.033
DAnjou_Chr10v0.1_25936.1	771	609.46	690.503	32.5154
DAnjou_Chr10v0.1_25935.1	4170	4008.38	970.023	6.94516
DAnjou_Chr10v0.1_25934.1	480	319.228	107	9.61949
DAnjou_Chr10v0.1_25933.1	1533	1371.38	1900.42	39.7705
DAnjou_Chr10v0.1_25932.1	1278	1116.38	544.924	14.0086
DAnjou_Chr10v0.1_25931.1	486	325.159	0	0
DAnjou_Chr10v0.1_25916.1	4917	4755.38	813	4.90653
DAnjou_Chr10v0.1_25915.1	1893	1731.38	359.517	5.95932
DAnjou_Chr10v0.1_25928.1	338	180.877	89.759	14.2418
DAnjou_Chr10v0.1_25927.1	1815	1653.38	421	7.30768
DAnjou_Chr10v0.1_25912.1	531	369.76	0	0
DAnjou_Chr10v0.1_25925.1	389	229.754	1	0.124913
DAnjou_Chr10v0.1_25924.1	1833	1671.38	0	0
DAnjou_Chr10v0.1_25919.1	693	531.485	739	39.9045
DAnjou_Chr10v0.1_25918.1	444	283.612	0	0
DAnjou_Chr10v0.1_25917.1	1866	1704.38	1308.99	22.0415
DAnjou_Chr10v0.1_25921.1	1620	1458.38	510.283	10.0418
DAnjou_Chr10v0.1_25907.1	2745	2583.38	94.5042	1.04986
DAnjou_Chr10v0.1_25904.1	435	274.767	0	0
DAnjou_Chr10v0.1_25903.1	515	353.791	0	0
DAnjou_Chr10v0.1_25902.1	2204	2042.38	409.496	5.75417
DAnjou_Chr10v0.1_25906.1	338	180.877	0	0
DAnjou_Chr10v0.1_25901.1	936	774.376	77.6774	2.8788
DAnjou_Chr10v0.1_25900.1	2730	2568.38	1028.5	11.4925
DAnjou_Chr10v0.1_25899.1	3930	3768.38	3377.66	25.7235
DAnjou_Chr10v0.1_25898.1	1131	969.376	48	1.42108
DAnjou_Chr5v0.1_13180.1	5241	5079.38	2915.09	16.4706
DAnjou_Chr10v0.1_25896.1	618	456.504	1	0.0628671
DAnjou_Chr10v0.1_25895.1	1264	1102.38	361.574	9.41317
DAnjou_Chr10v0.1_25894.1	3024	2862.38	501.159	5.02478
DAnjou_Chr10v0.1_25893.1	3341	3179.38	405.327	3.65874
DAnjou_Chr10v0.1_25892.1	1185	1023.38	22	0.616959
DAnjou_Chr10v0.1_25891.1	447	286.563	4	0.400597
DAnjou_Chr10v0.1_25890.1	2166	2004.38	411.419	5.8908
DAnjou_Chr10v0.1_25897.1	562	400.611	260.596	18.6687
DAnjou_Chr10v0.1_25888.1	567	405.611	24	1.69813
DAnjou_Chr10v0.1_25887.1	858	696.376	82.1423	3.38526
DAnjou_Chr10v0.1_25886.1	2787	2625.38	327	3.57458
DAnjou_Chr10v0.1_25885.1	870	708.376	0	0
DAnjou_Chr10v0.1_25884.1	1032	870.376	0	0
DAnjou_Chr10v0.1_25883.1	3150	2988.38	2332.15	22.397
DAnjou_Chr10v0.1_25882.1	1509	1347.38	192	4.0896
DAnjou_Chr10v0.1_25881.1	729	567.485	1256	63.519
DAnjou_Chr10v0.1_25880.1	336	178.993	10	1.60337
DAnjou_Chr10v0.1_25879.1	315	159.591	194	34.8868
DAnjou_Chr10v0.1_25878.1	3582	3420.38	4330.9	36.339
DAnjou_Chr10v0.1_25877.1	495	333.964	0	0
DAnjou_Chr10v0.1_25876.1	6375	6213.38	4030	18.6143
DAnjou_Chr10v0.1_25875.1	624	462.485	204	12.6591
DAnjou_Chr10v0.1_25874.1	999	837.376	0	0
DAnjou_Chr10v0.1_25873.1	2871	2709.38	73.2919	0.776346
DAnjou_Chr10v0.1_25872.1	489	328.09	1	0.0874734
DAnjou_Chr10v0.1_25871.1	831	669.404	470.037	20.1518
DAnjou_Chr10v0.1_25870.1	2214	2052.38	1000.81	13.9947
DAnjou_Chr10v0.1_25869.1	2467	2305.38	66	0.82162
DAnjou_Chr10v0.1_25868.1	615	453.504	457.268	28.9373
DAnjou_Chr10v0.1_25867.1	1845	1683.38	968.302	16.5082
DAnjou_Chr10v0.1_25866.1	2214	2052.38	42	0.587302
DAnjou_Chr10v0.1_25865.1	479	318.268	295	26.601
DAnjou_Chr10v0.1_25864.1	336	178.993	195	31.2657
DAnjou_Chr10v0.1_25863.1	429	268.825	0	0
DAnjou_Chr10v0.1_25862.1	1488	1326.38	334	7.22684
DAnjou_Chr10v0.1_25861.1	604	442.504	1	0.0648561
DAnjou_Chr10v0.1_25860.1	1701	1539.38	524.153	9.77197
DAnjou_Chr10v0.1_25859.1	864	702.376	1388	56.7138
DAnjou_Chr10v0.1_25858.1	336	178.993	0	0
DAnjou_Chr10v0.1_25857.1	2940	2778.38	1222.43	12.627
DAnjou_Chr10v0.1_25856.1	360	201.818	52	7.39456
DAnjou_Chr10v0.1_25855.1	930	768.376	318.332	11.8898
DAnjou_Chr10v0.1_25854.1	2010	1848.38	535	8.30677
DAnjou_Chr10v0.1_25853.1	792	630.46	1	0.045521
DAnjou_Chr10v0.1_25852.1	560	398.628	0	0
DAnjou_Chr10v0.1_25851.1	1137	975.376	291.576	8.57924
DAnjou_Chr10v0.1_25850.1	519	357.791	2250	180.477
DAnjou_Chr10v0.1_25849.1	912	750.376	154.345	5.90312
