target_id	length	eff_length	est_counts	tpm
DAnjou_Chr10v0.1_26239.1	813	651.657	2007.25	73.1167
DAnjou_Chr10v0.1_26238.1	975	813.627	958.475	27.9634
DAnjou_Chr10v0.1_26237.1	2994	2832.63	232	1.94417
DAnjou_Chr10v0.1_26236.1	2601	2439.63	42	0.408659
DAnjou_Chr10v0.1_26235.1	720	558.657	8	0.339923
DAnjou_Chr10v0.1_26261.1	324	166.992	0	0
DAnjou_Chr10v0.1_26234.1	3000	2838.63	741	6.19648
DAnjou_Chr10v0.1_26229.1	314	157.602	8	1.20494
DAnjou_Chr10v0.1_26233.1	1881	1719.63	257.794	3.55856
DAnjou_Chr10v0.1_26232.1	2016	1854.63	475.522	6.08624
DAnjou_Chr10v0.1_26231.1	910	748.627	13	0.412205
DAnjou_Chr10v0.1_26230.1	2310	2148.63	2133	23.5649
DAnjou_Chr10v0.1_26228.1	2604	2442.63	534.206	5.19143
DAnjou_Chr10v0.1_26227.1	2016	1854.63	313.025	4.00643
DAnjou_Chr10v0.1_26226.1	1479	1317.63	11.1507	0.200883
DAnjou_Chr10v0.1_26225.1	642	480.721	191	9.43137
DAnjou_Chr10v0.1_26224.1	2766	2604.63	665.094	6.06139
DAnjou_Chr10v0.1_26223.1	666	504.721	2755	129.57
DAnjou_Chr10v0.1_26222.1	4140	3978.63	1000.59	5.96975
DAnjou_Chr10v0.1_26221.1	512	351.033	421	28.4688
DAnjou_Chr10v0.1_26220.1	684	522.657	36	1.63501
DAnjou_Chr10v0.1_26219.1	1152	990.627	777.393	18.628
DAnjou_Chr10v0.1_26218.1	666	504.721	797	37.4836
DAnjou_Chr10v0.1_26217.1	738	576.657	278	11.4436
DAnjou_Chr10v0.1_26216.1	1686	1524.63	1029.22	16.0243
DAnjou_Chr10v0.1_26215.1	1455	1293.63	490	8.99129
DAnjou_Chr10v0.1_26214.1	450	289.327	0	0
DAnjou_Chr10v0.1_26213.1	420	259.808	1359	124.166
DAnjou_Chr10v0.1_26212.1	846	684.657	139	4.81922
DAnjou_Chr10v0.1_26211.1	1521	1359.63	2741	47.8547
DAnjou_Chr10v0.1_26210.1	1593	1431.63	1058.81	17.5559
DAnjou_Chr10v0.1_26209.1	561	399.832	753	44.7046
DAnjou_Chr10v0.1_26208.1	1278	1116.63	485.948	10.3304
DAnjou_Chr10v0.1_26207.1	768	606.657	665.831	26.0529
DAnjou_Chr10v0.1_26206.1	909	747.627	15	0.476257
DAnjou_Chr10v0.1_26205.1	924	762.627	145	4.51326
DAnjou_Chr10v0.1_26204.1	1326	1164.63	177	3.60763
DAnjou_Chr4v0.1_08960.1	597	435.797	2	0.108938
DAnjou_Chr4v0.1_08961.1	528	366.959	0	0
DAnjou_Chr4v0.1_08962.1	864	702.657	0	0
DAnjou_Chr10v0.1_26190.1	369	210.198	0	0
DAnjou_Chr10v0.1_26189.1	651	489.721	67	3.24759
DAnjou_Chr10v0.1_26188.1	1113	951.627	39.7784	0.992239
DAnjou_Chr10v0.1_26187.1	2157	1995.63	27	0.321159
DAnjou_Chr10v0.1_26186.1	1290	1128.63	523.693	11.0144
DAnjou_Chr10v0.1_26185.1	771	609.657	796.507	31.0127
DAnjou_Chr10v0.1_26184.1	2298	2136.63	1072	11.9097
DAnjou_Chr10v0.1_26183.1	360	201.545	0	0
DAnjou_Chr10v0.1_26182.1	840	678.657	0	0
DAnjou_Chr10v0.1_26181.1	1011	849.627	1432	40.0083
DAnjou_Chr10v0.1_26180.1	1953	1791.63	2149	28.4724
DAnjou_Chr10v0.1_26179.1	549	387.832	102	6.24297
DAnjou_Chr5v0.1_13484.1	2088	1926.63	1274.09	15.6978
DAnjou_Chr10v0.1_26177.1	363	204.408	68	7.8967
DAnjou_Chr10v0.1_26178.1	2451	2289.63	1506.19	15.6153
DAnjou_Chr10v0.1_26176.1	948	786.627	3366	101.573
DAnjou_Chr10v0.1_26175.1	1617	1455.63	277	4.51715
DAnjou_Chr10v0.1_26172.1	2139	1977.63	0	0
DAnjou_Chr10v0.1_26170.1	1366	1204.63	164	3.23166
DAnjou_Chr10v0.1_26169.1	623	461.741	25.3337	1.30237
DAnjou_Chr10v0.1_26168.1	2160	1998.63	16.0299	0.190386
DAnjou_Chr10v0.1_26167.1	1710	1548.63	3880.53	59.4811
DAnjou_Chr10v0.1_26166.1	218	74.0281	0	0
DAnjou_Chr10v0.1_26165.1	513	352.033	5	0.337149
DAnjou_Chr10v0.1_26164.1	1782	1620.63	427	6.25432
DAnjou_Chr10v0.1_26163.1	492	331.104	111	7.95781
DAnjou_Chr10v0.1_26162.1	894	732.627	531.507	17.2211
DAnjou_Chr10v0.1_26161.1	386	226.573	18	1.88581
DAnjou_Chr10v0.1_26160.1	1173	1011.63	0	0
DAnjou_Chr10v0.1_26159.1	933	771.627	487.125	14.9854
DAnjou_Chr10v0.1_26158.1	630	468.741	831.74	42.1201
DAnjou_Chr10v0.1_26157.1	2442	2280.63	2	0.0208166
DAnjou_Chr10v0.1_26156.1	1947	1785.63	579	7.69702
DAnjou_Chr10v0.1_26155.1	2160	1998.63	601	7.13802
DAnjou_Chr10v0.1_26154.1	528	366.959	57.9425	3.74814
DAnjou_Chr10v0.1_26153.1	414	253.947	0	0
DAnjou_Chr10v0.1_26152.1	2319	2157.63	486.122	5.34815
DAnjou_Chr10v0.1_26151.1	2682	2520.63	448.441	4.2231
DAnjou_Chr10v0.1_26150.1	2937	2775.63	3256.8	27.8525
DAnjou_Chr10v0.1_26149.1	2238	2076.63	32	0.365786
DAnjou_Chr10v0.1_26148.1	831	669.657	982.416	34.824
DAnjou_Chr10v0.1_26147.1	477	316.239	0	0
DAnjou_Chr10v0.1_26146.1	453	292.315	0	0
DAnjou_Chr10v0.1_26145.1	461	300.29	6	0.474291
DAnjou_Chr10v0.1_26144.1	978	816.627	1084.99	31.5381
DAnjou_Chr10v0.1_26143.1	1836	1674.63	291	4.12487
DAnjou_Chr10v0.1_26142.1	852	690.657	98	3.36821
DAnjou_Chr10v0.1_26141.1	1422	1260.63	0	0
DAnjou_Chr10v0.1_26140.1	669	507.721	295.256	13.8041
DAnjou_Chr10v0.1_26139.1	711	549.657	1429.05	61.7148
DAnjou_Chr10v0.1_26138.1	1227	1065.63	21547.8	479.991
DAnjou_Chr10v0.1_26137.1	1071	909.627	0	0
DAnjou_Chr10v0.1_26136.1	1239	1077.63	1568.87	34.5584
DAnjou_Chr10v0.1_26135.1	1863	1701.63	35	0.488246
DAnjou_Chr10v0.1_26134.1	3516	3354.63	1054	7.45816
DAnjou_Chr10v0.1_26133.1	1398	1236.63	4241.17	81.4108
DAnjou_Chr10v0.1_26132.1	1527	1365.63	0	0
DAnjou_Chr10v0.1_26131.1	402	242.135	6.31966	0.619544
DAnjou_Chr10v0.1_26130.1	933	771.627	1173.33	36.0949
DAnjou_Chr10v0.1_26129.1	1134	972.627	371.68	9.07106
DAnjou_Chr10v0.1_26128.1	1776	1614.63	123	1.80829
DAnjou_Chr10v0.1_26127.1	2052	1890.63	1120.25	14.0651
DAnjou_Chr10v0.1_26126.1	3628	3466.63	69.02	0.47261
DAnjou_Chr10v0.1_26125.1	1125	963.627	7240.6	178.361
DAnjou_Chr10v0.1_26124.1	4242	4080.63	1207	7.02127
DAnjou_Chr10v0.1_26123.1	4142	3980.63	6081.29	36.2643
DAnjou_Chr10v0.1_26109.1	1538	1376.63	26.9732	0.465105
DAnjou_Chr10v0.1_26122.1	525	363.974	0	0
DAnjou_Chr10v0.1_26121.1	311	154.795	0	0
DAnjou_Chr10v0.1_26108.1	1641	1479.63	1377.73	22.1028
DAnjou_Chr10v0.1_26119.1	743	581.657	11	0.448912
DAnjou_Chr10v0.1_26118.1	705	543.657	0	0
DAnjou_Chr10v0.1_26117.1	624	462.741	8	0.41038
DAnjou_Chr10v0.1_26116.1	1329	1167.63	0	0
DAnjou_Chr10v0.1_26115.1	411	251	0	0
DAnjou_Chr10v0.1_26103.1	1329	1167.63	1677.77	34.1085
DAnjou_Chr10v0.1_26101.1	630	468.741	116	5.87435
DAnjou_Chr10v0.1_26100.1	1650	1488.63	1701.4	27.1304
DAnjou_Chr10v0.1_26099.1	1398	1236.63	257	4.93321
DAnjou_Chr10v0.1_26098.1	414	253.947	397	37.1092
DAnjou_Chr10v0.1_26097.1	1366	1204.63	1128	22.2275
DAnjou_Chr10v0.1_26095.1	4713	4551.63	778	4.0574
DAnjou_Chr10v0.1_26094.1	333	175.526	0	0
DAnjou_Chr10v0.1_26093.1	732	570.657	1236.19	51.4215
DAnjou_Chr10v0.1_26092.1	876	714.627	1004.4	33.3627
DAnjou_Chr10v0.1_26091.1	2898	2736.63	679.391	5.89303
DAnjou_Chr10v0.1_26090.1	1227	1065.63	3	0.0668269
DAnjou_Chr10v0.1_26089.1	375	215.991	10	1.099
DAnjou_Chr10v0.1_26088.1	3927	3765.63	1036.57	6.53428
DAnjou_Chr10v0.1_26087.1	2850	2688.63	1688.99	14.9118
DAnjou_Chr10v0.1_26112.1	444	283.387	0	0
DAnjou_Chr10v0.1_26111.1	948	786.627	324	9.77712
DAnjou_Chr10v0.1_26113.1	1279	1117.63	4.01136	0.0851981
DAnjou_Chr10v0.1_26086.1	924	762.627	189	5.88281
DAnjou_Chr10v0.1_26085.1	1752	1590.63	26	0.388007
DAnjou_Chr10v0.1_26084.1	1323	1161.63	1609	32.8794
DAnjou_Chr10v0.1_26083.1	7235	7073.63	33	0.110741
DAnjou_Chr10v0.1_26082.1	533	371.897	0	0
DAnjou_Chr10v0.1_26081.1	2904	2742.63	583	5.04588
DAnjou_Chr10v0.1_26080.1	2223	2061.63	343.23	3.95194
DAnjou_Chr10v0.1_26079.1	576	414.815	0	0
DAnjou_Chr10v0.1_26078.1	2400	2238.63	0	0
DAnjou_Chr10v0.1_26077.1	540	378.897	496	31.0739
DAnjou_Chr10v0.1_26076.1	378	218.89	225	24.4001
DAnjou_Chr10v0.1_26075.1	903	741.627	585.917	18.7537
DAnjou_Chr10v0.1_26074.1	369	210.198	30.1352	3.40315
DAnjou_Chr10v0.1_26073.1	324	166.992	2	0.284295
DAnjou_Chr10v0.1_26072.1	2016	1854.63	970	12.4151
DAnjou_Chr10v0.1_26071.1	933	771.627	306.839	9.43928
DAnjou_Chr10v0.1_26070.1	1176	1014.63	135	3.15837
DAnjou_Chr10v0.1_26069.1	624	462.741	202	10.3621
DAnjou_Chr10v0.1_26068.1	624	462.741	86	4.41159
DAnjou_Chr10v0.1_26067.1	582	420.815	50	2.82042
DAnjou_Chr10v0.1_26066.1	312	155.728	1.41936	0.216352
DAnjou_Chr10v0.1_26065.1	1032	870.627	0	0
DAnjou_Chr10v0.1_26064.1	1362	1200.63	11	0.21748
DAnjou_Chr10v0.1_26063.1	1272	1110.63	91	1.94495
DAnjou_Chr10v0.1_26062.1	1575	1413.63	447.947	7.52188
DAnjou_Chr12v0.1_31320.1	2649	2487.63	2165.79	20.6665
DAnjou_Chr12v0.1_31319.1	816	654.657	121	4.3874
DAnjou_Chr12v0.1_31318.1	597	435.797	0	0
DAnjou_Chr12v0.1_31317.1	483	322.172	19.6454	1.44746
DAnjou_Chr12v0.1_31314.1	3320	3158.63	299.28	2.24913
DAnjou_Chr10v0.1_26053.1	1249	1087.63	236.089	5.15265
DAnjou_Chr10v0.1_26054.1	506	345.033	44	3.0271
DAnjou_Chr10v0.1_26057.1	1153	991.627	1178.22	28.2042
DAnjou_Chr10v0.1_26056.1	1488	1326.63	1069.04	19.1285
DAnjou_Chr10v0.1_26055.1	312	155.728	175.006	26.676
DAnjou_Chr12v0.1_31316.1	402	242.135	13.5806	1.33137
DAnjou_Chr12v0.1_31315.1	804	642.657	9	0.332429
DAnjou_Chr12v0.1_31337.1	3549	3387.63	27.7179	0.194222
DAnjou_Chr12v0.1_31313.1	768	606.657	2	0.0782568
DAnjou_Chr10v0.1_26061.1	2238	2076.63	1365.05	15.6036
DAnjou_Chr10v0.1_26060.1	1929	1767.63	45.3617	0.609163
DAnjou_Chr10v0.1_26059.1	1326	1164.63	42.1429	0.858959
DAnjou_Chr10v0.1_26058.1	789	627.657	0	0
DAnjou_Chr10v0.1_26052.1	1320	1158.63	58	1.18828
DAnjou_Chr10v0.1_26051.1	393	233.284	0	0
DAnjou_Chr10v0.1_26050.1	492	331.104	2	0.143384
DAnjou_Chr10v0.1_26049.1	1137	975.627	198	4.81744
DAnjou_Chr10v0.1_26047.1	1372	1210.63	8	0.156861
DAnjou_Chr10v0.1_26046.1	867	705.657	27	0.90825
DAnjou_Chr10v0.1_26045.1	1575	1413.63	430	7.22052
DAnjou_Chr10v0.1_26044.1	1278	1116.63	25.7286	0.546943
DAnjou_Chr10v0.1_26043.1	965	803.627	20.2714	0.598777
DAnjou_Chr10v0.1_26042.1	1152	990.627	692	16.5818
DAnjou_Chr10v0.1_26041.1	1374	1212.63	278.918	5.4599
DAnjou_Chr7v0.1_16724.1	1267	1105.63	5	0.107349
DAnjou_Chr10v0.1_26040.1	735	573.657	1762.58	72.9341
DAnjou_Chr10v0.1_26039.1	393	233.284	137.504	13.9915
DAnjou_Chr10v0.1_26038.1	2436	2274.63	722.353	7.53832
DAnjou_Chr10v0.1_26037.1	699	537.657	9851.07	434.924
DAnjou_Chr10v0.1_26036.1	1869	1707.63	7	0.0973061
DAnjou_Chr10v0.1_26035.1	399	239.165	1243.56	123.425
DAnjou_Chr10v0.1_26034.1	903	741.627	696	22.2771
DAnjou_Chr10v0.1_26033.1	1020	858.627	9470	261.806
DAnjou_Chr10v0.1_26032.1	849	687.657	39	1.34626
DAnjou_Chr10v0.1_26031.1	1713	1551.63	663	10.1429
DAnjou_Chr10v0.1_26029.1	1857	1695.63	1275.57	17.8571
DAnjou_Chr10v0.1_26028.1	3813	3651.63	1063.78	6.91514
DAnjou_Chr10v0.1_26027.1	1521	1359.63	930.829	16.2512
DAnjou_Chr10v0.1_26025.1	351	192.845	32	3.93892
DAnjou_Chr10v0.1_26026.1	1704	1542.63	11703	180.082
DAnjou_Chr10v0.1_26024.1	690	528.657	2.00952	0.0902303
DAnjou_Chr10v0.1_26014.1	423	262.72	0	0
DAnjou_Chr10v0.1_26022.1	401	241.155	2.04532	0.201326
DAnjou_Chr10v0.1_26013.1	486	325.159	6.00663	0.438501
DAnjou_Chr10v0.1_26020.1	1449	1287.63	208.694	3.84729
DAnjou_Chr10v0.1_26011.1	648	486.721	4910.14	239.469
DAnjou_Chr10v0.1_26018.1	1149	987.627	281	6.7538
DAnjou_Chr10v0.1_26009.1	582	420.815	33	1.86148
DAnjou_Chr10v0.1_26016.1	1710	1548.63	2471.39	37.8817
DAnjou_Chr10v0.1_26015.1	1158	996.627	53.6077	1.27682
DAnjou_Chr10v0.1_26007.1	241	92.7057	0	0
DAnjou_Chr10v0.1_26006.1	1701	1539.63	193.573	2.98444
DAnjou_Chr10v0.1_26005.1	1707	1545.63	102.215	1.5698
DAnjou_Chr10v0.1_26004.1	5427	5265.63	197.427	0.890001
DAnjou_Chr10v0.1_26003.1	1881	1719.63	570.289	7.87219
DAnjou_Chr10v0.1_25998.1	2888	2726.63	117.603	1.02383
DAnjou_Chr10v0.1_25997.1	1797	1635.63	29	0.420871
DAnjou_Chr10v0.1_25996.1	1674	1512.63	5	0.0784645
DAnjou_Chr10v0.1_25988.1	570	408.832	0	0
DAnjou_Chr10v0.1_25986.1	3459	3297.63	125	0.899795
DAnjou_Chr10v0.1_25985.1	681	519.657	84	3.83705
DAnjou_Chr10v0.1_25984.1	369	210.198	0	0
DAnjou_Chr10v0.1_25983.1	339	181.216	51	6.68051
DAnjou_Chr10v0.1_25982.1	840	678.657	596	20.8464
DAnjou_Chr10v0.1_25981.1	912	750.627	760.161	24.039
DAnjou_Chr10v0.1_25980.1	810	648.657	340.899	12.4751
DAnjou_Chr10v0.1_25979.1	630	468.741	0	0
DAnjou_Chr10v0.1_25978.1	1179	1017.63	12	0.279916
DAnjou_Chr10v0.1_25977.1	2972	2810.63	204	1.72291
DAnjou_Chr10v0.1_25976.1	2133	1971.63	161	1.93837
DAnjou_Chr10v0.1_25975.1	2082	1920.63	843	10.4188
DAnjou_Chr10v0.1_25974.1	1002	840.627	1177	33.2361
DAnjou_Chr10v0.1_25973.1	1119	957.627	508	12.5922
DAnjou_Chr10v0.1_25972.1	2013	1851.63	267.56	3.43007
DAnjou_Chr10v0.1_25971.1	3087	2925.63	696.534	5.65143
DAnjou_Chr10v0.1_25970.1	2043	1881.63	720	9.0831
DAnjou_Chr10v0.1_25969.1	1083	921.627	177	4.55883
DAnjou_Chr8v0.1_19750.1	1236	1074.63	2867.51	63.3406
DAnjou_Chr10v0.1_25967.1	513	352.033	72	4.85494
DAnjou_Chr10v0.1_25966.1	951	789.627	1349.47	40.5673
DAnjou_Chr8v0.1_19753.1	1560	1398.63	1271.33	21.5771
DAnjou_Chr10v0.1_25964.1	651	489.721	0	0
DAnjou_Chr8v0.1_19755.1	774	612.657	1141	44.2083
DAnjou_Chr10v0.1_25963.1	330	172.711	1161	159.569
DAnjou_Chr10v0.1_25962.1	2880	2718.63	2335	20.3879
DAnjou_Chr8v0.1_19758.1	819	657.657	322	11.6223
DAnjou_Chr8v0.1_19759.1	477	316.239	15	1.12593
DAnjou_Chr8v0.1_19760.1	621	459.741	147.134	7.59688
DAnjou_Chr8v0.1_19761.1	1572	1410.63	0	0
DAnjou_Chr8v0.1_19762.1	384	224.621	150	15.8517
DAnjou_Chr8v0.1_19763.1	1017	855.627	352.226	9.77175
DAnjou_Chr8v0.1_19764.1	2331	2169.63	277	3.03061
DAnjou_Chr8v0.1_19765.1	1920	1758.63	782	10.5552
DAnjou_Chr10v0.1_25954.1	660	498.721	514.686	24.4974
DAnjou_Chr8v0.1_19767.1	1344	1182.63	72	1.44517
DAnjou_Chr8v0.1_19768.1	2766	2604.63	988.265	9.00664
DAnjou_Chr8v0.1_19769.1	912	750.627	4	0.126494
DAnjou_Chr8v0.1_19770.1	630	468.741	2044	103.51
DAnjou_Chr8v0.1_19771.1	2763	2601.63	571.12	5.21096
DAnjou_Chr8v0.1_19772.1	1017	855.627	39	1.08197
DAnjou_Chr10v0.1_25948.1	1674	1512.63	11.0271	0.173048
DAnjou_Chr10v0.1_25947.1	885	723.627	695	22.7984
DAnjou_Chr8v0.1_19774.1	2631	2469.63	376	3.61403
DAnjou_Chr10v0.1_25945.1	1362	1200.63	251.48	4.972
DAnjou_Chr8v0.1_19776.1	1653	1491.63	141	2.24385
DAnjou_Chr10v0.1_25943.1	324	166.992	56	7.96026
DAnjou_Chr10v0.1_25942.1	1326	1164.63	193	3.93374
DAnjou_Chr10v0.1_25941.1	927	765.627	1710.28	53.0255
DAnjou_Chr10v0.1_25940.1	1230	1068.63	355.518	7.89715
DAnjou_Chr10v0.1_25939.1	4098	3936.63	510	3.07525
DAnjou_Chr10v0.1_25938.1	957	795.627	103	3.073
DAnjou_Chr10v0.1_25937.1	477	316.239	80	6.00495
DAnjou_Chr10v0.1_25936.1	771	609.657	617.214	24.0317
DAnjou_Chr10v0.1_25935.1	4170	4008.63	1198.54	7.09729
DAnjou_Chr10v0.1_25934.1	480	319.213	166	12.3442
DAnjou_Chr10v0.1_25933.1	1533	1371.63	0	0
DAnjou_Chr10v0.1_25932.1	1278	1116.63	10	0.212582
DAnjou_Chr10v0.1_25931.1	486	325.159	0	0
DAnjou_Chr10v0.1_25916.1	4917	4755.63	496	2.47576
DAnjou_Chr10v0.1_25915.1	1893	1731.63	25496.5	349.511
DAnjou_Chr10v0.1_25928.1	338	180.307	88.0932	11.5975
DAnjou_Chr10v0.1_25927.1	1815	1653.63	3230	46.366
DAnjou_Chr10v0.1_25912.1	531	369.928	0	0
DAnjou_Chr10v0.1_25925.1	389	229.391	0	0
DAnjou_Chr10v0.1_25924.1	1833	1671.63	7	0.0994017
DAnjou_Chr10v0.1_25919.1	693	531.657	1696	75.7233
DAnjou_Chr10v0.1_25918.1	444	283.387	0	0
DAnjou_Chr10v0.1_25917.1	1866	1704.63	1348.57	18.7792
DAnjou_Chr10v0.1_25921.1	1620	1458.63	489.519	7.96637
DAnjou_Chr10v0.1_25907.1	2745	2583.63	320.73	2.94676
DAnjou_Chr10v0.1_25904.1	435	274.551	0	0
DAnjou_Chr10v0.1_25903.1	515	353.989	0	0
DAnjou_Chr10v0.1_25902.1	2204	2042.63	496.27	5.76719
DAnjou_Chr10v0.1_25906.1	338	180.307	0	0
DAnjou_Chr10v0.1_25901.1	936	774.627	17.6623	0.541241
DAnjou_Chr10v0.1_25900.1	2730	2568.63	1221.59	11.2891
DAnjou_Chr10v0.1_25899.1	3930	3768.63	3264.17	20.5601
DAnjou_Chr10v0.1_25898.1	1131	969.627	129	3.15806
DAnjou_Chr5v0.1_13180.1	5241	5079.63	2328.52	10.8814
DAnjou_Chr10v0.1_25896.1	618	456.761	26	1.3512
DAnjou_Chr10v0.1_25895.1	1264	1102.63	561.961	12.098
DAnjou_Chr10v0.1_25894.1	3024	2862.63	922.806	7.6521
DAnjou_Chr10v0.1_25893.1	3341	3179.63	1041.2	7.77305
DAnjou_Chr10v0.1_25892.1	1185	1023.63	3691	85.5928
DAnjou_Chr10v0.1_25891.1	447	286.363	116	9.61559
DAnjou_Chr10v0.1_25890.1	2166	2004.63	188	2.22618
DAnjou_Chr10v0.1_25897.1	562	400.832	159.181	9.4268
DAnjou_Chr10v0.1_25888.1	567	405.832	107	6.25853
DAnjou_Chr10v0.1_25887.1	858	696.657	68	2.31699
DAnjou_Chr10v0.1_25886.1	2787	2625.63	1291	11.6715
DAnjou_Chr10v0.1_25885.1	870	708.657	0	0
DAnjou_Chr10v0.1_25884.1	1032	870.627	2	0.0545297
DAnjou_Chr10v0.1_25883.1	3150	2988.63	2115.82	16.8052
DAnjou_Chr10v0.1_25882.1	1509	1347.63	55	0.968786
DAnjou_Chr10v0.1_25881.1	729	567.657	806	33.7042
DAnjou_Chr10v0.1_25880.1	336	178.391	16	2.12903
DAnjou_Chr10v0.1_25879.1	315	158.521	124	18.5682
DAnjou_Chr10v0.1_25878.1	3582	3420.63	3352.37	23.2638
DAnjou_Chr10v0.1_25877.1	495	334.09	2	0.142102
DAnjou_Chr10v0.1_25876.1	6375	6213.63	933	3.56428
DAnjou_Chr10v0.1_25875.1	624	462.741	396	20.3138
DAnjou_Chr10v0.1_25874.1	999	837.627	18	0.510102
DAnjou_Chr10v0.1_25873.1	2871	2709.63	110	0.963648
DAnjou_Chr10v0.1_25872.1	489	328.118	2	0.144689
DAnjou_Chr10v0.1_25871.1	831	669.657	143	5.06896
DAnjou_Chr10v0.1_25870.1	2214	2052.63	993	11.4835
DAnjou_Chr10v0.1_25869.1	2467	2305.63	94	0.967774
DAnjou_Chr10v0.1_25868.1	615	453.761	246.516	12.8959
DAnjou_Chr10v0.1_25867.1	1845	1683.63	1338.58	18.8727
DAnjou_Chr10v0.1_25866.1	2214	2052.63	432	4.99584
DAnjou_Chr10v0.1_25865.1	479	318.226	0	0
DAnjou_Chr10v0.1_25864.1	336	178.391	1	0.133064
DAnjou_Chr10v0.1_25863.1	429	268.631	0	0
DAnjou_Chr10v0.1_25862.1	1488	1326.63	843.905	15.1001
DAnjou_Chr10v0.1_25861.1	604	442.761	157	8.41716
DAnjou_Chr10v0.1_25860.1	1701	1539.63	724	11.1624
DAnjou_Chr10v0.1_25859.1	864	702.657	2600	87.8345
DAnjou_Chr10v0.1_25858.1	336	178.391	4	0.532258
DAnjou_Chr10v0.1_25857.1	2940	2778.63	494	4.22019
DAnjou_Chr10v0.1_25856.1	360	201.545	41	4.82888
DAnjou_Chr10v0.1_25855.1	930	768.627	1385.9	42.8009
DAnjou_Chr10v0.1_25854.1	2010	1848.63	283	3.63389
DAnjou_Chr10v0.1_25853.1	792	630.657	0	0
DAnjou_Chr10v0.1_25852.1	560	398.832	0	0
DAnjou_Chr10v0.1_25851.1	1137	975.627	436	10.6081
DAnjou_Chr10v0.1_25850.1	519	357.974	2927.34	194.114
